Protein(g),Carbs(g),Fat(g),Diet_type_mediterranean,Diet_type_vegan,Cuisine_Group_Amerika,Cuisine_Group_Eropa,Cluster_DBSCAN
0.6811073455555101,0.9647176324988601,0.07699231877100336,0.0,1.0,1.0,0.0,0
0.43591523416765343,0.9243980285298652,0.3057789246279405,0.0,1.0,1.0,0.0,0
0.3287330039606386,0.4139435916364505,0.15893542966874702,0.0,1.0,1.0,0.0,0
0.22306153280797028,0.9729899906637428,0.41439630340854544,0.0,1.0,1.0,0.0,0
0.15079008615409742,0.9086132401155091,0.31805088814210275,0.0,1.0,1.0,0.0,0
0.28904495528969826,0.5563540829841285,0.33995439270283245,0.0,1.0,1.0,0.0,0
0.30647993140337265,0.351477516989817,0.3336833893422948,0.0,1.0,1.0,0.0,0
0.34678044996121027,0.7192174913693902,0.12932069131060972,0.0,1.0,1.0,0.0,0
0.047609325874811155,0.35762207699155396,0.08689390302448392,0.0,1.0,1.0,0.0,0
0.15152505001837407,0.8345745489285017,0.4070451272203553,0.0,1.0,1.0,0.0,0
0.29124984688252825,0.4827713485463665,0.36464834373499766,0.0,1.0,1.0,0.0,0
0.08501082030133518,0.16718414139001675,0.13580172827652426,0.0,1.0,1.0,0.0,0
0.33314278714629864,0.6609635885967389,0.6634061449831974,0.0,1.0,1.0,0.0,0
0.24151729206647338,0.4829233341294483,0.4508221315410466,0.0,1.0,1.0,0.0,0
0.6116940917071577,0.8594567601016132,0.45133221315410466,0.0,1.0,1.0,0.0,0
0.1469927728553346,0.6612241353105934,0.27781445031205,0.0,1.0,1.0,0.0,0
0.2977420276836389,0.8111470569077447,0.16496639462313972,0.0,1.0,0.0,1.0,1
0.15654730309093137,0.5283018867924528,0.20562289966394626,0.0,1.0,1.0,0.0,0
0.09003307337389245,0.1733721258440628,0.10807729236677871,0.0,1.0,1.0,0.0,0
0.15475072475603283,0.11086262674512018,0.469965194431109,0.0,1.0,1.0,0.0,0
0.10130251929280143,0.31059339514080386,0.5601896303408546,0.0,1.0,1.0,0.0,0
0.15528153199134376,0.2665827127255358,0.39060249639942396,0.0,1.0,1.0,0.0,0
0.30174349761136743,0.8225676878650369,0.39189270283245325,0.0,1.0,1.0,0.0,0
0.10803968804867094,0.7031070195627158,0.397443590974556,0.0,1.0,1.0,0.0,0
0.10277244702135478,0.21249755737455764,0.17129740758521367,0.0,1.0,1.0,0.0,0
0.05822547058102976,0.17154829884708078,0.32864258281325015,0.0,1.0,1.0,0.0,0
0.09493283246907026,0.2704040645287361,0.13745199231877103,0.0,1.0,1.0,0.0,0
0.15385243558858355,0.6809605488850772,0.6799987998079693,0.0,1.0,1.0,0.0,0
0.2687517863705034,0.4878302972403761,0.09835573691790687,0.0,1.0,1.0,0.0,0
0.30468335306847416,0.7626636559046399,0.4807669227076332,0.0,1.0,1.0,0.0,0
0.5003470662692417,0.9610265540525871,0.6871699471915508,0.0,1.0,1.0,0.0,0
0.2719774611081622,0.34112078511409777,0.2695631301008162,0.0,1.0,0.0,1.0,1
0.3980237638316116,0.4976659356883862,0.3051188190110418,0.0,1.0,1.0,0.0,0
0.16573435139438977,0.6830014981436047,0.2852256361017763,0.0,1.0,0.0,1.0,1
0.19064146012821034,0.3584905660377358,0.5124819971195392,0.0,1.0,1.0,0.0,0
0.32444571475235795,0.5771761078663395,0.3497959673547768,0.0,1.0,1.0,0.0,0
0.15642480911355192,0.9585947847232777,0.32849255880940953,0.0,1.0,1.0,0.0,0
0.15654730309093137,0.7167422975877717,0.5240338454152665,0.0,1.0,1.0,0.0,0
0.306030786819648,0.2220075124302495,0.25681108977436395,0.0,1.0,1.0,0.0,0
0.27091584663754026,0.6302842130403631,0.34958593374939995,0.0,1.0,0.0,1.0,1
0.028500265403617657,0.06800269231604317,0.03621579452712435,0.0,1.0,0.0,1.0,1
0.34159487158548035,0.9582256768786503,0.243158905424868,0.0,1.0,1.0,0.0,0
0.1821893756890286,0.9871463621165079,0.9607837253960634,0.0,1.0,1.0,0.0,0
0.09256461557306767,0.50899971774106,0.5157225156024965,0.0,1.0,0.0,1.0,1
0.23167694255032462,0.6060533686518879,0.43578972635621704,0.0,1.0,1.0,0.0,0
0.35866236576701643,0.43374514188939794,0.3639582333173308,0.0,1.0,1.0,0.0,0
0.36160222122412317,0.4388475150357167,0.3728396543446952,0.0,1.0,1.0,0.0,0
0.005920542240006533,8.684890461819054e-05,0.9049147863658186,0.0,1.0,1.0,0.0,0
0.20248254460822343,0.39101548081724824,0.2733437349975996,0.0,1.0,0.0,1.0,1
0.12494385692703443,0.5868814729574224,0.31171987518002886,0.0,1.0,0.0,1.0,1
0.10416071209832184,0.049373602275441304,0.5179128660585695,0.0,1.0,1.0,0.0,0
0.07900861540974236,0.40239268732223116,0.1406925108017283,0.0,1.0,1.0,0.0,0
0.17655465272957413,0.13385587424278614,0.18828012481997122,0.0,1.0,1.0,0.0,0
0.04961006083867543,0.38541372646937494,0.2744539126260202,0.0,1.0,1.0,0.0,0
0.12241231472785921,0.521484247779925,0.035345655304848775,0.0,1.0,1.0,0.0,0
0.062390265811930905,0.052196191675532494,0.22539606337013926,0.0,1.0,1.0,0.0,0
0.17353313462088113,0.3966389473912761,0.15818530964954394,0.0,1.0,1.0,0.0,0
0.37430076354579234,0.5705538788892025,0.1352016322611618,0.0,1.0,1.0,0.0,0
0.22538891837817973,0.5064376750548234,0.23949831973115698,0.0,1.0,1.0,0.0,0
0.03556408476583235,0.22231148359641317,0.05628900624099857,0.0,1.0,1.0,0.0,0
0.11396023028867747,0.8829059643485246,0.2840254440710514,0.0,1.0,1.0,0.0,0
0.2220815809889347,0.16099615693597064,0.21930508881421032,0.0,1.0,1.0,0.0,0
0.41300886039769713,0.5922661050437501,0.19992198751800289,0.0,1.0,1.0,0.0,0
0.22649136417459473,0.4316824804047159,0.20979356697071533,0.0,1.0,1.0,0.0,0
0.03883059082928422,0.07351759775929827,0.03408545367258762,0.0,1.0,1.0,0.0,0
0.2257972316361112,0.8358989947239291,0.5785225636101777,0.0,1.0,1.0,0.0,0
0.06704503695234984,0.10879996526043817,0.083983437349976,0.0,1.0,1.0,0.0,0
0.034175819688865294,0.07534142475628026,0.054038646183389355,0.0,1.0,0.0,1.0,1
0.0937895553468621,0.0544325509694509,0.3206012962073932,0.0,1.0,1.0,0.0,0
0.1172675676779225,0.32917906072909653,0.4110057609217475,0.0,1.0,1.0,0.0,0
0.09321791678575803,0.49176021017434923,0.49759961593855023,0.0,1.0,1.0,0.0,0
0.13927565228042954,0.5523807455978462,0.12385981757081134,0.0,1.0,1.0,0.0,0
0.48883263239557384,0.677421456021886,0.4093855016802689,0.0,1.0,1.0,0.0,0
0.2770813768323057,0.2894456868662744,0.344725156024964,0.0,1.0,1.0,0.0,0
0.2710791719407129,0.20891504005905728,0.5930448871819491,0.0,1.0,1.0,0.0,0
0.06259442244089665,0.19263087044314656,0.18987037926068173,0.0,1.0,1.0,0.0,0
0.07566044669470418,0.738758494908483,0.2877160345655305,0.0,1.0,0.0,1.0,1
0.31591196766158997,0.6308704431465358,0.15962554008641386,0.0,1.0,1.0,0.0,0
0.3391858233636846,0.6276136092233537,0.07468194911185791,0.0,1.0,1.0,0.0,0
0.25597158139724796,0.5980198449747053,0.78852616418627,0.0,1.0,1.0,0.0,0
0.15381160426279042,0.25676878650368024,0.047167546807489205,0.0,1.0,0.0,1.0,1
0.10881548323874075,0.6876913389929871,0.35924747959673553,0.0,1.0,1.0,0.0,0
0.242783063166061,0.14249734025229607,0.20313250120019205,0.0,1.0,1.0,0.0,0
0.06663672369441835,0.26009075710532603,0.26116178588574174,0.0,1.0,0.0,1.0,1
0.12216732677310033,0.35751351586078123,0.11512842054728757,0.0,1.0,1.0,0.0,0
0.037523988403903474,0.29708839047267516,0.6841094575132022,0.0,1.0,1.0,0.0,0
0.10750888081335999,0.07944503549948977,0.0884241478636582,0.0,1.0,1.0,0.0,0
0.1156751459719897,0.4220422519920968,0.12436989918386944,0.0,1.0,1.0,0.0,0
0.012861867624841778,0.061423887791215236,0.014522323571771485,0.0,1.0,1.0,0.0,0
0.028581928055203952,0.06852378574375231,0.02604416706673068,0.0,1.0,1.0,0.0,0
0.12592380874606998,0.5361617126603991,0.04908785405664907,0.0,1.0,1.0,0.0,0
0.32693642562574005,0.4840957943417939,0.799327892462794,0.0,1.0,1.0,0.0,0
0.04462863909191131,0.08042208567644442,0.12515002400384062,0.0,1.0,1.0,0.0,0
0.12616879670082887,0.42605901383068806,0.4605736917906866,0.0,1.0,1.0,0.0,0
0.17916785758033563,0.5189656295459975,0.4633341334613538,0.0,1.0,1.0,0.0,0
0.3208117267567677,0.9605488850771869,0.1797587614018243,0.0,1.0,1.0,0.0,0
0.07615042260422195,0.23069240289206855,0.04581733077292367,0.0,1.0,1.0,0.0,0
0.02968437385161896,0.3771847927568014,0.15572491598655785,0.0,1.0,1.0,0.0,0
0.42542158343881425,0.6878433245760689,0.14906385021603458,0.0,1.0,1.0,0.0,0
0.26381119594953245,0.6309790042773086,0.16202592414786368,0.0,1.0,1.0,0.0,0
0.2926381119594953,0.5303645482771349,0.1944311089774364,0.0,1.0,1.0,0.0,0
0.4012086072434772,0.8759797642052239,0.14444311089774364,0.0,1.0,1.0,0.0,0
0.21260871340492424,0.13135896823501314,0.1691370619299088,0.0,1.0,1.0,0.0,0
0.3048875096974399,0.5253924484877435,0.20073211713874223,0.0,1.0,1.0,0.0,0
0.15148421869258094,0.6483053607486375,0.22086533845415268,0.0,1.0,1.0,0.0,0
0.11224531460536523,0.7121175934168531,0.2520403264522324,0.0,1.0,1.0,0.0,0
0.10260912171818218,0.46116768352259163,0.04917786845895344,0.0,1.0,0.0,1.0,1
0.5336245967906578,0.3982890765790217,0.2906865098415747,0.0,1.0,0.0,1.0,1
0.14364460414029642,0.06083765768504244,0.468014882381181,0.0,1.0,1.0,0.0,0
0.00979951819035564,0.034956684108821676,0.24771963514162268,0.0,1.0,1.0,0.0,0
0.18770160467110367,0.8502073517597759,0.08182309169467115,0.0,1.0,1.0,0.0,0
0.04393450655342779,0.0365633888442582,0.23856817090734522,0.0,1.0,1.0,0.0,0
0.3486178596219019,0.6529517771457108,0.25054008641382625,0.0,1.0,1.0,0.0,0
0.17071577314115388,0.4603209067025642,0.3003180508881421,0.0,1.0,1.0,0.0,0
0.7566452982728349,0.049438738953904944,0.2813850216034566,0.0,1.0,1.0,0.0,0
0.2750806418684415,0.710250341967562,0.17858857417186752,0.0,1.0,1.0,0.0,0
0.047609325874811155,0.20917558677291184,0.16421627460393665,0.0,1.0,1.0,0.0,0
0.05173328977991915,0.1682697526977441,0.036515842534805575,0.0,1.0,1.0,0.0,0
0.2607488465150463,0.6577718913520203,0.20250240038406145,0.0,1.0,1.0,0.0,0
0.3253848352456004,0.568947174153766,0.3921927508401345,0.0,1.0,1.0,0.0,0
0.09003307337389245,0.06806782899450682,0.13475156024963994,0.0,1.0,1.0,0.0,0
0.11510350741088562,0.2441756953340426,0.07762241958713395,0.0,1.0,1.0,0.0,0
0.434159487158548,0.6724927806848037,0.4348295727316371,0.0,1.0,1.0,0.0,0
0.08643991670409538,0.26100267060381704,0.12331973115698514,0.0,1.0,1.0,0.0,0
0.1784737250418521,0.7459235295394837,0.5961053768602976,0.0,1.0,1.0,0.0,0
0.0828467600342983,0.056256377966432895,0.29011641862698034,0.0,1.0,1.0,0.0,0
0.09129884447348005,0.6871919577914324,0.3543867018722996,0.0,1.0,1.0,0.0,0
0.15336245967906578,0.2196408797794038,0.26458233317330776,0.0,1.0,0.0,1.0,1
0.2876566902127312,0.09433962264150944,0.19146063370139224,0.0,1.0,1.0,0.0,0
0.25682903923890404,0.39327355233732114,0.09547527604416708,0.0,1.0,1.0,0.0,0
0.17777959250336858,0.9068545497969908,0.3370739318290927,0.0,1.0,1.0,0.0,0
0.49540647584827074,0.7391493149792648,0.532225156024964,0.0,1.0,1.0,0.0,0
0.09525948307541544,0.7376511713746011,0.34097455592894865,0.0,1.0,0.0,1.0,1
0.11636927851047323,0.6426601819484552,0.33677388382141143,0.0,1.0,1.0,0.0,0
0.1350291943979421,0.9161256703649826,0.2835153624579933,0.0,1.0,1.0,0.0,0
0.3537626066718386,0.9426145862735307,0.22962674027844457,0.0,1.0,1.0,0.0,0
0.2526642440080029,0.4329417895216797,0.19584133461353817,0.0,1.0,1.0,0.0,0
0.06365603691151851,0.15033545389408776,0.0029104656745079214,0.0,1.0,1.0,0.0,0
0.2362092197133641,0.4930629437436221,0.31553048487758045,0.0,1.0,1.0,0.0,0
0.41774529418970235,0.7320494170267279,0.5917546807489199,0.0,1.0,1.0,0.0,0
0.15360744763382464,0.3302863842629785,0.589594335093615,0.0,1.0,1.0,0.0,0
0.19476542403331837,0.41437783615954144,0.21126380220835334,0.0,1.0,1.0,0.0,0
0.15899718263852025,0.7245152745510998,0.2653024483917427,0.0,1.0,1.0,0.0,0
0.27124249724388555,0.8696832186204052,0.686239798367739,0.0,1.0,0.0,1.0,1
0.47727736719611286,0.6861931953883232,0.13658185309649545,0.0,1.0,1.0,0.0,0
0.04279122943121963,0.20429033588813864,0.2010621699471916,0.0,1.0,1.0,0.0,0
0.25180678616634683,0.6010161321840328,0.11350816130580893,0.0,1.0,1.0,0.0,0
0.0353599281368666,0.18018976485659075,0.13829212674027846,0.0,1.0,1.0,0.0,0
0.07431301294353027,0.2281086479796774,0.09856577052328375,0.0,1.0,1.0,0.0,0
0.2541750030623494,0.1972121501617561,0.33236317810849736,0.0,1.0,1.0,0.0,0
0.2069331591196766,0.6728836007555855,0.6028564570331253,0.0,1.0,1.0,0.0,0
0.018986566493814055,0.169138241743926,0.014252280364858379,0.0,1.0,1.0,0.0,0
0.012739373647462334,0.02095229823913846,0.016172587614018245,0.0,1.0,1.0,0.0,0
0.25985055734759704,0.993573181058254,0.30412866058569377,0.0,1.0,1.0,0.0,0
0.15336245967906578,0.2196408797794038,0.2422587614018243,0.0,1.0,1.0,0.0,0
0.2979053529868114,0.9290444449269384,0.10156625060009603,0.0,1.0,1.0,0.0,0
0.5791923563758115,0.7857871767592333,0.4527424387902064,0.0,1.0,1.0,0.0,0
0.0286227593809971,0.09820439889701892,0.023043686989918388,0.0,1.0,1.0,0.0,0
0.09448368788534564,0.6804394554573681,0.1530544887181949,0.0,1.0,1.0,0.0,0
0.3084398350414438,0.43767505482337105,0.2504200672107537,0.0,1.0,1.0,0.0,0
0.34081907639541054,0.7463794862887292,0.39729356697071533,0.0,1.0,1.0,0.0,0
0.34841370299293617,0.6492389864732832,0.2637722035525684,0.0,1.0,1.0,0.0,0
0.07100567555428525,0.4539157999869727,0.5136221795487279,0.0,1.0,1.0,0.0,0
0.23633171369074354,0.46136309355798255,0.4591034565530485,0.0,1.0,1.0,0.0,0
0.27438650932995795,0.8160757322448271,0.17048727796447433,0.0,1.0,1.0,0.0,0
0.03368584377934752,0.06116334107736066,0.025564090254440713,0.0,1.0,1.0,0.0,0
0.059001265771099584,0.41251058471025037,0.39261281805088816,0.0,1.0,1.0,0.0,0
0.16736760442611573,0.24460993985713356,0.3751800288046088,0.0,1.0,1.0,0.0,0
0.05063084398350414,0.12365112795014874,0.06298007681228997,0.0,1.0,1.0,0.0,0
0.035155771507900856,0.03391449725340339,0.10858737397983678,0.0,1.0,1.0,0.0,0
0.07970274794822588,0.4161799509303689,0.49624939990398464,0.0,1.0,1.0,0.0,0
0.2413539667633008,0.10773606617886533,0.0011401824291886703,0.0,1.0,1.0,0.0,0
0.024580458127475398,0.2775690991597369,0.005940950552088335,0.0,1.0,1.0,0.0,0
0.48168715038177284,0.7142888160323079,0.10117618819011043,0.0,1.0,1.0,0.0,0
0.4693969213180352,0.8322947651822742,0.38601176188190117,0.0,1.0,1.0,0.0,0
0.1471560981585072,0.6666956163015394,0.33215314450312056,0.0,1.0,1.0,0.0,0
0.11604262790412805,0.06706906659139762,0.2986077772443591,0.0,1.0,1.0,0.0,0
0.10910130251929279,0.8368977571270383,0.5791826692270764,0.0,1.0,1.0,0.0,0
0.004450614511453187,0.2169485637362399,0.0007201152184349496,0.0,1.0,1.0,0.0,0
0.08137683230574497,0.21738280825933087,0.4049447911665867,0.0,1.0,1.0,0.0,0
0.1454003511494018,0.2511453199296524,0.1304908785405665,0.0,1.0,0.0,1.0,1
0.5141888857131192,0.7754304448835139,0.4188670187229957,0.0,1.0,1.0,0.0,0
0.0654117839206239,0.0919512777645092,0.162836053768603,0.0,1.0,0.0,1.0,1
0.02968437385161896,0.3121132509716221,0.4828072491598656,0.0,1.0,1.0,0.0,0
0.3006002204891593,0.48090409709707543,0.10315650504080655,0.0,1.0,1.0,0.0,0
0.3055816422359234,0.5082180775994963,0.21243398943831016,0.0,1.0,1.0,0.0,0
0.07022988036421542,0.2132574852899668,0.04656745079212674,0.0,1.0,1.0,0.0,0
0.10420154342411497,0.232494517662896,0.18422947671627463,0.0,1.0,1.0,0.0,0
0.0353599281368666,0.21492932670386697,0.04473715794527125,0.0,1.0,1.0,0.0,0
0.15867053203217507,0.19410730182165578,0.30484877580412867,0.0,1.0,1.0,0.0,0
0.12890449552896982,0.20793798988210263,0.3370739318290927,0.0,1.0,1.0,0.0,0
0.023641337634232984,0.4828147729986756,0.01728276524243879,0.0,1.0,1.0,0.0,0
0.1898248336123474,0.3016262457389756,0.386941910705713,0.0,1.0,1.0,0.0,0
0.05479563921440529,0.38565256095707495,0.02841454632741239,0.0,1.0,1.0,0.0,0
0.12184067616675513,0.13863256399678658,0.27727436389822374,0.0,1.0,1.0,0.0,0
0.050467518680331544,0.3288968017890874,0.29209673547767645,0.0,1.0,1.0,0.0,0
0.07027071169000858,0.2516012766788979,0.5426968314930389,0.0,1.0,1.0,0.0,0
0.08648074802988853,0.18335974987515472,0.21657465194431114,0.0,1.0,0.0,1.0,1
0.031113470254379157,0.038170093579694725,0.028774603936629863,0.0,1.0,1.0,0.0,0
0.3412682209791352,0.07117267733460714,0.4617438790206433,0.0,1.0,1.0,0.0,0
0.0708015189253195,0.19829776146948347,0.34682549207873264,0.0,1.0,1.0,0.0,0
0.22375566534645377,0.48863364960809436,0.0936749879980797,0.0,1.0,1.0,0.0,0
0.1156751459719897,0.18466248344442757,0.2829752760441671,0.0,1.0,1.0,0.0,0
0.07737536237801641,0.8111687691338993,0.2105136821891503,0.0,1.0,1.0,0.0,0
0.024580458127475398,0.6698438890939489,0.014192270763322135,0.0,1.0,1.0,0.0,0
0.1324976521987669,0.7995527281412164,0.34157465194431114,0.0,1.0,1.0,0.0,0
0.2523784247274509,0.10013678702477366,0.22665626500240044,0.0,1.0,1.0,0.0,0
0.035931566697970686,0.30269014482054846,0.006571051368218916,0.0,1.0,1.0,0.0,0
0.14527785717202235,0.5705104544368934,0.02367378780604897,0.0,1.0,1.0,0.0,0
0.12551549548813848,0.18440193673057298,0.31277004320691315,0.0,1.0,0.0,1.0,1
0.1312318810991793,0.4132270881733504,0.11980916946711476,0.0,1.0,1.0,0.0,0
0.048589277693846716,0.3110710641162039,0.2789546327412386,0.0,1.0,1.0,0.0,0
0.11106120615736392,0.2217035412640858,0.1265302448391743,0.0,1.0,1.0,0.0,0
0.11865583275488954,0.4851596934233667,0.3353336533845416,0.0,1.0,1.0,0.0,0
0.03495161487893512,0.3169333651779317,0.12764042246759483,0.0,1.0,1.0,0.0,0
0.11943162794495937,0.22209436133486768,0.18746999519923188,0.0,1.0,1.0,0.0,0
0.13813237515822138,0.23490457476605078,0.0425768122899664,0.0,1.0,1.0,0.0,0
0.07137315748642359,0.2182295850793582,0.13220115218434952,0.0,1.0,0.0,1.0,1
0.1415213751990527,0.5783919925309942,0.19500120019203074,0.0,1.0,1.0,0.0,0
0.07496631415622065,0.10324163536487398,0.48886821891502646,0.0,1.0,1.0,0.0,0
0.2242048099301784,0.5746140651801029,0.14897383581373022,0.0,1.0,1.0,0.0,0
0.32244497978849374,0.5318626918817987,0.1349615938550168,0.0,1.0,1.0,0.0,0
0.07443550692090972,0.06772043337603405,0.13160105616898704,0.0,1.0,1.0,0.0,0
0.49111918663999016,0.4282085242199883,0.3466454632741239,0.0,1.0,1.0,0.0,0
0.014699277285533462,0.030223418807130295,0.21330412866058573,0.0,1.0,1.0,0.0,0
0.23510677391694906,0.10046247041709187,0.08905424867978877,0.0,1.0,1.0,0.0,0
0.14021477277367198,0.10500032568339233,0.1526344215074412,0.0,1.0,1.0,0.0,0
0.2411906414601282,0.5697722387476388,0.12794047047527607,0.0,1.0,0.0,1.0,1
0.0707198562737332,0.23071411511822307,0.1732177148343735,0.0,1.0,1.0,0.0,0
0.04850761504226042,0.3670234709164731,0.29167666826692273,0.0,1.0,1.0,0.0,0
0.18668082152627494,0.4589530364548277,0.26080172827652426,0.0,1.0,1.0,0.0,0
0.08480666367236944,0.19567058210478322,0.17930868939030245,0.0,1.0,1.0,0.0,0
0.027642807561961535,0.22194237575178585,0.06910105616898705,0.0,1.0,1.0,0.0,0
0.03736066310073088,0.0860672644766268,0.13160105616898704,0.0,1.0,1.0,0.0,0
0.3103589073537218,0.2866230974661832,0.1528744599135862,0.0,1.0,1.0,0.0,0
0.0830917479890572,0.26701695724862673,0.08707393182909266,0.0,1.0,1.0,0.0,0
0.14678861622636888,0.24793191045877935,0.08689390302448392,0.0,1.0,1.0,0.0,0
0.3487811849250745,0.6340404281650998,0.2744539126260202,0.0,1.0,1.0,0.0,0
0.13588665223959823,0.22111731115791305,0.008971435429668748,0.0,1.0,1.0,0.0,0
0.20754562900657383,0.5416766181036542,0.2721135381661066,0.0,1.0,1.0,0.0,0
0.05847045853578865,0.26597477039320844,0.09499519923187712,0.0,1.0,1.0,0.0,0
0.17136907435384427,0.31005058948694014,0.05673907825252041,0.0,1.0,1.0,0.0,0
